DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS48785.2022.9937663,Individual Weighting of Unlabeled Data Points via Confidence-Awareness in Semi-Supervised Learning,"Document Title, Abstract, Author Keywords","supervised learning, supervised learning, supervised learning","Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","supervised learning, supervised learning, semi-supervised learning, supervised learning, supervised learning, semi-supervised learning, supervised learning, supervised learning, semi-supervised learning, data augmentation"
10.1109/ISCAS48785.2022.9937433,Hyper-parameter Tuning for Progressive Learning and its Application to Network Cyber Security,Abstract,neural network,"Abstract, Abstract, IEEE Terms","neural network, machine learning, machine learning"
10.1109/ISCAS48785.2022.9938015,Reduce Computing Complexity of Deep Neural Networks Through Weight Scaling,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","neural network, deep neural network, neural network, deep neural network, deep learning","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, deep neural network, precision, neural network, deep neural network, precision, deep learning"
10.1109/ISCAS48785.2022.9937939,Wavelet Transform Assisted Neural Networks for Human Activity Recognition,"Author Affiliations, Abstract","ann, ann","Author Affiliations, Abstract","ann, ann"
10.1109/ISCAS48785.2022.9937633,A High-performance RNS LSTM block,Abstract,activation functions,Abstract,activation functions
10.1109/ISCAS48785.2022.9937894,DSegAN: A Deep Light-weight Segmentation-based Attention Network for Image Restoration,"Author Keywords, IEEE Terms","deep learning, deep learning","Author Keywords, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS48785.2022.9937290,Histogram-Equalized Quantization for logic-gated Residual Neural Networks,Author Keywords,cnn,Author Keywords,cnn
10.1109/ISCAS48785.2022.9937790,A Morphological Fingerprint Minutiae Annotation Algorithm for Deep Learning Datasets,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, cnn, deep learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, cnn, precision, recall, cnn, deep learning"
10.1109/ISCAS48785.2022.9937541,PRUNIX: Non-Ideality Aware Convolutional Neural Network Pruning for Memristive Accelerators,"Document Title, Document Title, Abstract","neural network, convolutional neural network, cnn","Document Title, Document Title, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS48785.2022.9937585,LiteLSTM Architecture for Deep Recurrent Neural Networks,"Abstract, Abstract, Abstract","neural network, recurrent neural network, long short-term memory","Abstract, Abstract, Abstract","neural network, recurrent neural network, long short-term memory"
10.1109/ISCAS48785.2022.9937417,Analysis of Deep Learning Models Towards High Performance Digital Predistortion for RF Power Amplifiers,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep learning, deep learning, deep learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","deep learning, neural network, deep learning, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937837,Privacy-preserving Social Distance Monitoring on Microcontrollers with Low-Resolution Infrared Sensors and CNNs,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS48785.2022.9937940,"Optimizing a Multispectral-Images-Based DL Model, Through Feature Selection, Pruning and Quantization","Abstract, Author Keywords","deep learning, deep learning","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","feature selection, deep learning, feature selection, deep learning, feature selection"
10.1109/ISCAS48785.2022.9937920,Hardware Accelerator Design for Healthcare Applications: Review and Perspectives,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning","Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937294,SCOLAR: A Spiking Digital Accelerator with Dual Fixed Point for Continual Learning,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, spiking neural network, precision, neural network, spiking neural network, precision"
10.1109/ISCAS48785.2022.9937748,Structured and tiled-based pruning of Deep Learning models targeting FPGA implementations,"Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning","Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937243,A Dynamic Charge-Transfer-Based Crossbar with Low Sensitivity to Parasitic Wire-Resistance,Abstract,neural network,"Abstract, Abstract","neural network, precision"
10.1109/ISCAS48785.2022.9937962,Write-Verify Scheme for IGZO DRAM in Analog in-Memory Computing,IEEE Terms,deep learning,"Abstract, IEEE Terms","machine learning, deep learning"
10.1109/ISCAS48785.2022.9937832,Optimization of DRAM based PIM Architecture for Energy-Efficient Deep Neural Network Training,"Document Title, Document Title, Document Title, Abstract, Abstract, IEEE Terms","neural network, deep neural network, neural network training, neural network, deep neural network, deep learning","Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, neural network training, neural network, deep neural network, precision, deep learning"
10.1109/ISCAS48785.2022.9937872,Power-Aware Computing on GPGPU Systems Using ML Classification Techniques,Abstract,deep learning,"Abstract, Abstract","deep learning, machine learning"
10.1109/ISCAS48785.2022.9937603,C-NMT: A Collaborative Inference Framework for Neural Machine Translation,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS48785.2022.9937856,Phase-Change Memory in Neural Network Layers with Measurements-based Device Models,"Document Title, Abstract","neural network, neural network","Document Title, Abstract","neural network, neural network"
10.1109/ISCAS48785.2022.9937656,1T1R In-Memory Compute for Winner Takes All Application in Kohonen Neural Networks,Abstract,neural network,Abstract,neural network
10.1109/ISCAS48785.2022.9937911,"Speeding-Up Complex RF IC Sizing Optimizations with a Process, Voltage and Temperature Corner Performance Estimator based on ANNs","Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning","Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937676,ConfAx: Exploiting Approximate Computing for Configurable FPGA CNN Acceleration at the Edge,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS48785.2022.9937531,A Resource-Saving Energy-Efficient Reconfigurable Hardware Accelerator for BERT-based Deep Neural Network Language Models using FFT Multiplication,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep neural network, neural network, deep neural network, attention mechanism, transformer, deep learning","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep neural network, neural network, deep neural network, attention mechanism, transformer, deep learning"
10.1109/ISCAS48785.2022.9937408,An Accurate EEG-based Deep Learning Classifier for Monitoring Depth of Anesthesia,"Document Title, Abstract, Abstract, IEEE Terms","deep learning, neural network, deep learning, deep learning","Document Title, Abstract, Abstract, IEEE Terms","deep learning, neural network, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937840,Framework to Benchmark CNNs (FaBCNN) for Processing Real-Time HD Video Streams on FPGAs,"Abstract, Author Keywords","cnn, cnn","Abstract, Author Keywords","cnn, cnn"
10.1109/ISCAS48785.2022.9937678,A Near Sensor Edge Computing System for Point Cloud Semantic Segmentation,"Abstract, Abstract, IEEE Terms","neural network, deep learning, deep learning","Abstract, Abstract, IEEE Terms","neural network, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937613,Tiny ci-SAR A/D Converter for Deep Neural Networks in Analog in-Memory Computation,"Abstract, Abstract, IEEE Terms","neural network, deep neural network, deep learning","Abstract, Abstract, IEEE Terms","neural network, deep neural network, deep learning"
10.1109/ISCAS48785.2022.9937514,Hybrid CMOS-RRAM Spiking CNNs with Time-Domain Max-pooling and Integrator Re-use,Abstract,cnn,Abstract,cnn
10.1109/ISCAS48785.2022.9937326,Towards Enabling Dynamic Convolution Neural Network Inference for Edge Intelligence,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep learning, cnn, cnn, deep learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep learning, cnn, cnn, deep learning"
10.1109/ISCAS48785.2022.9937567,Efficient Fine-Tuning of BERT Models on the Edge,Author Keywords,transfer learning,"Abstract, Author Keywords, Author Keywords, Author Keywords","machine learning, transfer learning, machine learning, transfer learning"
10.1109/ISCAS48785.2022.9937945,Efficient Kernels for Real-Time Position Decoding from In Vivo Calcium Images,"Abstract, Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, spiking neural network, cnn, neural network","Abstract, Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, spiking neural network, cnn, neural network"
10.1109/ISCAS48785.2022.9938011,A CMOS inductor-less PMIC with MPPT and burst control for a 600 μW magnetoelectric transducer,Abstract,dropout,Abstract,dropout
10.1109/ISCAS48785.2022.9937523,A 200mA-Load 0.62fs-FOM Active-Capacitor-Assisted Dual-loop Output Capacitorless Low-Dropout Regulator in Standard 65nm CMOS,"Document Title, Abstract","dropout, dropout","Document Title, Abstract","dropout, dropout"
10.1109/ISCAS48785.2022.9937427,A 0.73-to-1.71 V Capacitor-less Low-Noise Low-Dropout Regulator in 28-nm CMOS,"Document Title, Abstract","dropout, dropout","Document Title, Abstract","dropout, dropout"
10.1109/ISCAS48785.2022.9937214,Multi-level Latent Fusion in Learning-based Image Coding,"Abstract, Author Keywords, Author Keywords","convolution layer, neural network, deep learning","Abstract, Author Keywords, Author Keywords","convolution layer, neural network, deep learning"
10.1109/ISCAS48785.2022.9937673,CNN-based Partitioning Structure Prediction for VVC Intra Speedup: Bottom-Up-based and Top-Down-based,Document Title,cnn,Document Title,cnn
10.1109/ISCAS48785.2022.9937735,Increasing the Accuracy of a Neural Network Using Frequency Selective Mesh-to-Grid Resampling,Document Title,neural network,Document Title,neural network
