DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS51556.2021.9401109,Data-Free Network Pruning for Model Compression,Abstract,neural network,Abstract,neural network
10.1109/ISCAS51556.2021.9401113,A 2.44 Tops/W Heterogeneous DCNN Inference/Training Processor for Embedded System,"Abstract, Abstract","neural network, convolutional neural network","Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS51556.2021.9401488,DeepTune: Robust Global Optimization of Electronic Circuit Design Via Neuro-Symbolic Optimization,"Abstract, Abstract","neural network, machine learning","Abstract, Abstract","neural network, machine learning"
10.1109/ISCAS51556.2021.9401562,Analog Layout Placement for FinFET Technology Using Reinforcement Learning,"Document Title, Author Keywords, Author Keywords, IEEE Terms","reinforcement learning, machine learning, reinforcement learning, reinforcement learning","Document Title, Author Keywords, Author Keywords, IEEE Terms","reinforcement learning, machine learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS51556.2021.9401205,Bayesian Optimization Approach for Analog Circuit Design Using Multi-Task Gaussian Process,"Document Title, Abstract","bayesian optimization, bayesian optimization","Document Title, Abstract","bayesian optimization, bayesian optimization"
10.1109/ISCAS51556.2021.9401158,An Approximate and Iterative Posit Multiplier Architecture for FPGAs,Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401720,A General Methodology and Architecture for Arbitrary Complex Number Nth Root Computation,"Abstract, Author Keywords","precision, precision","Abstract, Author Keywords","precision, precision"
10.1109/ISCAS51556.2021.9401089,A Partially Binarized and Fixed Neural Network Based Calibrator for SAR-Pipelined ADCs Achieving 95.0-dB SFDR,"Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, backpropagation, precision, neural network","Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, neural network, backpropagation, precision, neural network"
10.1109/ISCAS51556.2021.9401644,1S1R-Based Stable Learning through Single-Spike-Encoded Spike-Timing-Dependent Plasticity,IEEE Terms,unsupervised learning,IEEE Terms,unsupervised learning
10.1109/ISCAS51556.2021.9401474,A Switched-Capacitor Power Side-Channel Attack Detection Circuit in 65-nm CMOS,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS51556.2021.9401154,Robustifying the Deployment of tinyML Models for Autonomous Mini-Vehicles,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS51556.2021.9401765,Accelerating 3D Convolutional Neural Networks Using 3D Fast Fourier Transform,Abstract,cnn,Abstract,cnn
10.1109/ISCAS51556.2021.9401541,A Battery Management System with Charge Balancing and Aging Detection Based on ANN,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","ann, artificial neural network, neural network, ann, artificial neural network, neural network, ann","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","ann, artificial neural network, neural network, ann, artificial neural network, neural network, ann"
10.1109/ISCAS51556.2021.9401130,Iterative Multiple-Path One-Shot NAS for the Optimized Performance,"Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","neural network, deep neural network, convolution layer, random search, neural network, reinforcement learning, transfer learning, transfer learning","Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","neural network, deep neural network, convolution layer, random search, neural network, reinforcement learning, transfer learning, transfer learning"
10.1109/ISCAS51556.2021.9401119,Fingerprinting Deep Neural Networks - a DeepFool Approach,"Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, deep learning, deep learning","Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, deep learning, deep learning"
10.1109/ISCAS51556.2021.9401403,DIRAC: Dynamic-IRregulAr Clustering Algorithm with Incremental Learning for RF-Based Trust Augmentation in IoT Device Authentication,"Document Title, Abstract, Author Keywords, IEEE Terms","clustering, clustering, clustering, clustering","Document Title, Abstract, Author Keywords, IEEE Terms","clustering, clustering, clustering, clustering"
10.1109/ISCAS51556.2021.9401156,DTRNG: Low Cost and Robust True Random Number Generator Using DRAM Weak Write Scheme,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS51556.2021.9401295,LSTMs for Keyword Spotting with ReRAM-Based Compute-In-Memory Architectures,"Abstract, Abstract, Abstract","neural network, long short-term memory, precision","Abstract, Abstract, Abstract","neural network, long short-term memory, precision"
10.1109/ISCAS51556.2021.9401319,A Mixed-Signal Convolutional Neural Network Using Hybrid CMOS-RRAM Circuits,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, spiking neural network, cnn, neural network, convolutional neural network, transfer learning, transfer learning","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, spiking neural network, cnn, neural network, convolutional neural network, transfer learning, transfer learning"
10.1109/ISCAS51556.2021.9401609,Can Overclocking Detect Hardware Trojans?,"Abstract, Author Keywords","machine learning, machine learning","Abstract, Author Keywords","machine learning, machine learning"
10.1109/ISCAS51556.2021.9401659,Exploiting Process Variations to Protect Machine Learning Inference Engine from Chip Cloning,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, neural network, deep neural network, machine learning","Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, machine learning, neural network, deep neural network, machine learning"
10.1109/ISCAS51556.2021.9401356,HSC: A Hybrid Spin/CMOS Logic Based In-Memory Engine with Area-Efficient Mapping Strategy,"Abstract, Author Keywords","deep learning, neural network","Abstract, Author Keywords","deep learning, neural network"
10.1109/ISCAS51556.2021.9401483,Project-Based Course in Electronic Engineering Education,Author Affiliations,precision,Author Affiliations,precision
10.1109/ISCAS51556.2021.9401289,SDAN: Stacked Diverse Attention Network for Video Action Recognition,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS51556.2021.9401368,Adaptive Real-Time Loop Closure Detection Based on Image Feature Concatenation,"Abstract, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn, precision, recall","Abstract, Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn, precision, recall"
10.1109/ISCAS51556.2021.9401192,An Energy-Efficient Convolution Unit for Depthwise Separable Convolutional Neural Networks,Abstract,cnn,Abstract,cnn
10.1109/ISCAS51556.2021.9401549,TCP-Net: Minimizing Operation Counts of Binarized Neural Network Inference,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS51556.2021.9401214,ChewBaccaNN: A Flexible 223 TOPS/W BNN Accelerator,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS51556.2021.9401317,An FPGA Accelerator for Spiking Neural Network Simulation and Training,"Document Title, Document Title, Abstract","neural network, spiking neural network, machine learning","Document Title, Document Title, Abstract","neural network, spiking neural network, machine learning"
10.1109/ISCAS51556.2021.9401223,Towards an Efficient Hardware Implementation of CNN-Based Object Trackers,"Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn","Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn"
10.1109/ISCAS51556.2021.9401248,PointNet-Based Jitter Decomposition on Point Cloud of Jitter Histogram,"Abstract, Abstract","multi-layer perceptron, cnn","Abstract, Abstract","multi-layer perceptron, cnn"
10.1109/ISCAS51556.2021.9401713,A 2.8 nV/√ Hz Chopper Amplifier for Bridge Readout with Dual Ripple Reduction and Noise- Nonlinearity -Cancelling Loop,Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401302,Design of an Area-Efficient Differential Distributed Amplifier Based on the Theory of Differential Transmission Lines,Abstract,gradient descent,Abstract,gradient descent
10.1109/ISCAS51556.2021.9401228,A 64-84 GHz CMOS LNA with Excellent Gain Flatness for Wideband mmW Applications,"Abstract, Author Keywords","transformer, transformer","Abstract, Author Keywords","transformer, transformer"
10.1109/ISCAS51556.2021.9401767,Implementing Efficient Balanced Networks with Mixed-Signal Spike-Based Learning Circuits,Abstract,precision,Abstract,precision
10.1109/ISCAS51556.2021.9401331,Dynamic Range and Complexity Optimization of Mixed-Signal Machine Learning Systems,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, machine learning, machine learning","Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, machine learning, machine learning"
10.1109/ISCAS51556.2021.9401249,Application of Cellular Neural Networks in Semantic Segmentation,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS51556.2021.9401783,Autotuning LSTM for Accelerated Execution on Edge,"Abstract, Author Keywords","grid search, deep learning","Abstract, Author Keywords","grid search, deep learning"
10.1109/ISCAS51556.2021.9401141,An Automated Approach to Accelerate DNNs on Edge Devices,"Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, convolutional neural network, cnn, reinforcement learning, reinforcement learning, reinforcement learning","Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, convolutional neural network, cnn, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS51556.2021.9401626,Extraction of Binarized Neural Network Architecture and Secret Parameters Using Side-Channel Information,"Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, machine learning","Document Title, Abstract, Author Keywords, Author Keywords","neural network, neural network, neural network, machine learning"
10.1109/ISCAS51556.2021.9401230,CMOS Mixed-Signal Spiking Neural Network Circuit Using a Time-Domain Digital-To-Analog Converter,"Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract","neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS51556.2021.9401615,Hardware-Software Co-Design for Efficient and Scalable Real-Time Emulation of SNNs on the Edge,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
